,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46
460,0,0,0,1,1,5,2,7,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,0,1,0,4,5,0,0,0,3,1,0,0,1,1,1,0,3,1,3,2,2,2,1,1,0,0,2,1,3,1,3,2,2,2,0,0,3,3,3,3,2,0,2,2,1,1,3,0,3,1,3,1,0,2
461,0,1,1,3,2,0,3,1,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,1,5,4,4,0,0,2,2,2,1,0,0,3,1,0,0,3,0,2,3,1,0,2,1,0,3,2,0,3,3,2,0,2,2,2,2,0,1,3,2,3,3,0,1,1,3,3,0,1,3,1,0
462,0,1,2,3,2,0,3,5,67,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,1,2,3,1,1,5,0,0,0,1,1,0,1,2,1,1,0,1,2,3,1,3,2,1,1,2,3,2,0,0,3,1,1,2,0,1,0,3,1,2,0,0,1,3,2,3,0,3,0,1,1,3,2,0
463,0,0,1,0,4,2,4,3,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,1,0,0,3,3,2,2,0,3,2,2,1,2,2,3,3,0,3,1,2,0,3,0,1,3,3,0,0,3,3,3,1,1,0,2,3,0,2,1,0,2,2,0,2,0,2,2,0,0
464,0,1,1,3,2,3,3,1,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,1,5,4,4,0,0,2,2,2,1,1,0,3,2,2,1,0,3,3,1,0,3,3,0,2,1,0,3,3,3,2,3,1,0,0,3,3,1,0,2,0,3,3,3,2,0,2,3,2,1,2,3
465,0,1,1,3,2,3,6,6,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,2,1,5,4,1,0,0,3,2,2,2,2,3,3,2,2,3,0,1,0,2,1,0,1,1,3,3,3,3,1,0,1,2,0,2,0,2,1,3,1,2,1,2,3,1,3,0,3,2,2,0,1,1
466,0,0,0,1,1,5,2,7,68,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,0,1,0,4,5,0,0,0,3,2,0,1,3,2,2,2,2,0,2,1,1,3,3,3,3,1,0,3,0,2,1,3,0,2,3,2,3,1,2,0,1,3,2,3,1,3,3,0,0,3,0,1,2,0
467,0,1,1,3,2,3,6,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,2,1,3,4,1,0,0,0,2,0,1,2,3,1,3,1,2,3,3,0,3,1,0,0,1,0,3,3,3,0,0,0,3,2,3,3,1,2,3,2,2,1,1,0,2,2,3,1,0,0,0,3,1
468,0,0,1,0,4,2,4,3,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,3,0,0,1,1,1,0,1,2,2,3,0,1,0,0,0,1,3,2,0,0,3,3,2,3,0,2,0,0,3,0,0,3,1,0,3,1,2,3,2,0,3,1,0,0,2,3,0,0
469,0,0,0,0,4,2,1,0,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,4,3,0,7,0,0,2,0,3,1,1,1,3,3,3,0,2,3,2,0,2,3,2,1,0,2,0,3,3,1,0,0,1,3,1,3,2,0,1,3,1,2,1,2,1,1,3,3,2,3,1,0
470,0,1,2,2,3,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,3,1,1,5,0,0,1,3,2,3,1,3,2,2,0,1,3,0,3,2,0,3,0,1,0,3,1,0,1,3,0,2,3,1,2,2,2,2,0,0,0,0,3,0,3,1,1,0,1,1,3,0
471,0,0,0,0,4,2,4,3,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,0,4,0,3,3,0,0,0,2,2,2,0,0,1,1,2,2,3,3,0,2,1,1,2,3,1,1,1,1,3,3,1,3,3,1,1,3,0,0,0,3,3,1,3,0,2,0,3,3,2,1,1,3
472,0,0,0,1,1,5,2,7,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,0,1,0,4,5,0,0,0,3,3,0,1,3,3,1,0,3,3,0,0,1,3,1,1,1,3,0,3,0,2,1,0,2,0,2,3,0,1,2,2,1,2,2,1,1,2,0,3,2,2,0,0,0,0
473,0,0,0,1,0,1,1,0,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,0,1,0,3,0,7,0,0,2,2,1,3,0,1,0,3,3,1,0,2,2,2,0,3,2,1,0,1,3,0,0,1,3,1,1,3,1,3,1,2,2,2,3,2,2,0,1,2,0,3,3,3,2,0
474,0,1,1,3,2,3,3,1,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,1,5,4,4,0,0,2,1,2,0,0,2,0,3,0,3,3,0,2,0,2,1,0,3,3,0,2,0,0,3,1,1,2,1,3,0,3,2,1,0,1,0,2,3,1,3,2,2,2,0,3,2
475,0,0,0,1,1,5,1,0,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,0,1,0,4,0,7,0,0,2,3,0,2,0,1,3,0,1,0,0,2,2,0,2,3,3,2,3,1,0,3,3,3,3,3,2,3,1,0,0,0,1,0,3,3,1,0,1,2,0,3,0,3,1,0
476,0,1,2,2,0,1,5,4,102,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,2,3,2,2,0,0,0,1,0,3,0,0,2,3,3,0,1,2,2,1,0,2,0,3,3,2,0,0,2,3,1,1,0,3,0,1,3,1,1,0,3,1,3,0,3,3,2,0,1,1,0,3
477,0,0,0,0,4,2,4,3,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,0,4,0,3,3,0,0,1,0,1,3,0,1,2,1,2,1,0,1,3,0,2,3,0,2,0,2,2,3,0,0,0,1,3,1,1,2,3,3,2,2,0,1,2,2,1,3,1,3,1,2,1,0
478,0,1,1,3,2,3,3,1,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,1,5,4,4,0,0,2,2,0,2,3,0,3,3,2,0,2,1,2,3,3,2,3,2,0,3,3,2,0,0,2,1,3,2,0,3,0,0,1,3,0,0,2,3,2,1,3,0,1,3,3,2
479,0,1,2,2,3,4,0,2,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,2,2,6,6,0,0,3,0,3,1,0,0,3,2,2,3,1,1,1,1,0,0,0,3,2,0,3,0,3,2,3,3,1,1,3,0,1,1,0,3,3,3,2,1,1,1,3,3,3,0,2,2
480,0,1,1,0,4,3,6,6,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,0,1,5,4,1,0,0,1,2,1,1,2,2,1,2,1,1,0,3,0,3,2,1,0,0,3,3,0,2,0,1,2,1,1,0,3,0,2,2,1,0,0,3,3,0,3,2,3,3,2,3,3,3
481,0,0,1,0,4,2,4,3,115,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,3,0,0,1,3,2,3,1,0,2,1,3,2,3,1,1,2,1,2,0,2,0,2,1,1,1,2,3,0,0,3,1,0,1,3,1,2,2,1,3,0,2,2,1,1,2,3,3,2
482,0,0,1,0,4,2,6,6,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,4,3,0,1,0,0,1,3,2,0,1,0,3,2,1,3,2,3,2,2,2,3,1,2,1,3,3,0,2,2,1,1,1,3,3,2,0,2,3,2,3,1,0,2,2,2,1,0,3,0,2,3
483,0,1,2,2,3,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,3,1,1,5,0,0,1,1,1,1,3,0,0,2,3,0,0,2,0,3,1,0,2,2,3,3,1,0,1,2,2,3,0,2,3,3,2,3,1,3,2,1,0,3,2,2,0,1,3,3,2,0
484,0,0,1,0,4,2,6,6,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,0,4,5,4,1,0,0,0,1,3,3,2,0,0,3,2,1,3,3,3,2,2,1,3,0,0,2,2,0,3,0,0,0,2,1,3,3,3,3,2,2,2,0,3,3,1,3,2,0,3,0,3,0
485,0,0,0,1,1,5,2,7,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,0,1,0,4,5,0,0,0,1,3,1,2,3,3,1,1,2,3,0,3,1,3,1,3,0,0,2,0,1,3,0,0,3,2,3,0,3,1,2,1,2,0,3,3,2,0,3,3,1,1,0,2,0,3
486,0,1,1,3,2,0,3,1,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,1,5,1,4,0,0,2,0,3,2,0,0,0,1,2,0,0,2,2,0,3,2,1,3,0,1,1,0,2,3,2,3,0,1,2,0,2,3,2,1,0,3,2,0,0,0,2,2,1,2,3,3
487,0,0,0,1,0,1,5,4,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,0,3,2,2,2,2,0,0,1,3,3,2,1,1,0,2,3,1,1,2,1,1,0,3,2,3,1,2,3,1,1,1,3,1,0,3,1,0,1,2,0,0,0,3,1,1,3,2,2,3,1,3,3,2
488,0,1,2,2,3,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,3,1,1,5,0,0,0,1,3,0,2,3,1,3,1,0,0,2,0,2,1,0,3,0,2,1,0,0,1,3,0,2,1,0,3,1,1,2,1,2,1,2,1,2,0,0,2,0,0,0,2,3
489,0,0,1,0,4,2,4,3,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,3,0,0,0,1,3,0,1,2,2,3,1,3,2,2,0,3,0,1,0,1,0,3,1,1,3,2,3,3,2,1,0,2,1,2,0,3,3,0,1,1,0,1,0,0,1,1,0,2
490,0,1,2,2,3,4,0,2,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,2,2,6,6,0,0,2,0,2,2,1,3,3,1,1,2,0,2,2,3,3,0,3,2,1,1,0,3,3,0,0,3,2,0,2,2,1,0,1,2,3,0,0,1,1,1,2,3,2,0,2,3
491,0,1,2,2,3,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,1,3,3,1,1,5,0,0,2,3,1,0,2,0,0,0,0,2,1,2,0,3,2,1,3,1,1,1,1,1,2,3,0,3,2,0,2,2,3,2,3,1,2,3,0,2,2,0,3,0,1,1,0,3
492,0,0,0,1,1,5,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,0,1,0,3,0,7,0,0,3,3,3,2,2,2,0,0,0,1,1,0,0,3,0,2,3,0,1,2,1,1,3,1,1,0,0,2,2,3,0,2,3,3,0,2,2,0,3,3,0,0,1,2,1,1
493,0,0,0,1,1,5,2,7,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,0,1,0,4,5,0,0,0,1,2,1,1,2,0,2,0,2,2,3,3,3,3,1,2,1,2,0,0,2,0,2,1,1,1,1,1,3,0,2,2,2,2,2,2,0,3,3,2,3,1,0,3,2,3
494,0,1,1,3,2,3,6,6,110,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,2,1,5,4,1,0,0,0,1,0,3,2,3,1,1,2,0,3,3,1,1,1,0,2,2,0,0,2,0,0,0,0,3,3,2,1,1,1,2,1,0,2,0,1,0,3,0,3,0,1,2,1,3
495,0,1,2,2,3,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,3,1,1,5,0,0,0,0,3,2,2,0,3,1,3,0,2,0,3,0,3,1,3,1,0,0,1,2,1,3,0,0,2,2,1,2,1,2,3,1,3,3,2,1,0,0,1,2,3,1,0,3
496,0,0,1,0,4,2,4,3,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,3,0,0,0,2,2,2,1,2,1,1,0,1,0,0,3,3,1,3,3,1,3,3,0,3,3,0,2,2,3,0,0,0,3,3,2,0,1,1,3,0,3,3,3,2,1,1,2,1
497,0,1,2,2,3,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,3,1,1,5,0,0,2,1,0,0,3,0,1,3,1,1,2,3,0,2,3,2,1,2,0,1,2,0,1,3,1,0,2,2,2,1,2,0,1,0,0,0,3,1,0,1,3,3,1,2,3,3
498,0,0,0,1,1,5,1,0,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,0,1,0,3,0,7,0,0,3,2,2,2,0,2,1,3,0,2,1,1,1,0,1,2,1,0,2,0,2,1,2,2,1,0,2,3,3,2,2,1,1,3,3,3,3,1,3,1,2,0,1,2,1,0
499,0,0,1,0,4,2,4,3,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,3,0,0,2,2,2,2,3,1,2,1,0,1,1,3,2,0,3,2,3,2,1,3,3,1,2,3,3,0,2,1,2,3,0,2,3,2,2,0,2,1,2,3,0,3,2,1,2,1
500,0,1,2,3,2,0,3,1,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,3,1,1,4,0,0,0,2,2,0,2,3,0,3,3,1,0,1,3,1,2,0,0,1,0,2,1,0,2,2,0,0,0,1,2,1,0,1,1,1,0,2,1,1,2,0,3,2,0,3,1,2
501,0,1,1,3,2,3,6,6,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,2,1,3,4,1,0,0,1,3,2,0,3,1,1,3,2,2,1,1,3,1,3,3,1,2,3,0,0,1,3,2,0,3,2,3,0,0,2,0,2,2,0,3,0,2,2,1,1,0,3,0,3,1
502,0,0,0,1,0,1,1,0,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,0,1,0,3,0,7,0,0,3,1,0,2,1,2,3,0,2,0,3,0,1,2,2,2,3,1,0,2,1,0,0,2,2,1,3,3,2,3,0,2,2,1,2,1,3,0,3,1,1,0,1,1,0,3
503,0,1,1,3,2,3,3,1,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,1,5,4,4,0,0,1,2,3,2,1,1,3,3,2,0,1,0,2,1,2,3,3,2,1,3,0,3,3,0,0,2,3,3,1,2,0,3,0,1,2,2,0,2,3,3,1,3,2,2,3,1
504,0,0,0,1,1,5,2,7,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,0,1,0,4,5,0,0,0,1,0,3,1,2,1,3,1,1,2,2,2,2,2,2,3,0,2,2,2,2,0,1,0,0,1,1,3,2,1,2,2,3,0,3,3,0,1,3,1,1,2,2,3,3,3
505,0,0,1,0,4,2,4,3,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,3,0,0,2,1,1,0,1,1,2,2,3,2,2,3,1,1,2,1,2,2,3,1,0,3,1,0,0,2,1,2,2,1,0,3,0,3,3,0,1,3,1,1,2,0,0,3,2,1
506,0,0,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,1,0,1,0,3,0,7,0,0,1,3,0,0,3,0,0,0,2,1,1,0,3,2,3,3,3,1,1,0,0,3,2,0,1,2,3,2,1,2,3,3,1,1,0,1,3,3,1,1,0,3,3,3,1,3
507,0,1,2,2,0,4,5,4,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,1,1,3,2,2,2,2,0,0,1,1,0,3,2,2,2,1,0,2,2,2,2,2,3,1,0,1,2,0,2,1,3,2,2,0,0,2,0,2,3,1,0,1,3,1,3,1,1,3,2,2,3,2,1,1
508,0,1,2,2,3,4,0,5,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,3,3,1,1,5,0,0,0,2,2,1,0,2,3,1,0,1,1,3,3,2,2,2,3,1,0,3,0,2,1,3,1,1,1,0,3,2,3,0,3,2,2,0,3,1,2,3,2,3,0,1,3,2
509,0,1,1,3,2,3,3,1,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,1,5,4,4,0,0,1,1,2,0,2,3,0,1,0,3,0,2,0,2,2,3,0,3,3,0,1,2,0,0,3,3,1,3,2,2,1,1,3,0,2,2,0,0,0,3,3,1,3,2,2,3
510,0,0,1,0,4,2,6,6,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,4,3,0,1,0,0,2,2,1,1,3,3,2,2,1,0,1,2,2,3,1,1,1,1,2,3,3,2,1,0,0,0,2,3,1,1,3,2,0,2,0,0,3,3,3,0,1,0,3,0,0,0
511,0,1,2,2,3,4,0,2,81,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,2,2,6,6,0,0,0,1,2,3,1,2,2,2,1,1,2,3,3,0,2,2,0,0,0,1,1,3,1,1,3,0,1,3,0,2,2,1,1,2,2,3,3,0,2,0,1,1,2,3,0,1
512,0,0,0,1,0,1,1,4,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,0,1,0,3,0,2,0,0,3,3,2,1,3,0,0,2,1,3,1,3,1,1,2,3,1,0,2,0,2,2,1,3,3,2,1,2,0,0,3,3,1,1,2,3,1,2,3,1,0,2,2,0,2,3
513,0,0,0,1,1,5,2,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,0,1,0,4,5,0,0,0,0,0,0,3,3,3,1,0,2,1,1,2,1,0,3,1,1,1,2,1,3,2,1,0,2,3,2,2,0,2,0,0,1,1,1,1,0,1,2,2,0,1,2,2,2,3
514,0,0,0,1,0,1,5,4,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,0,1,2,2,2,2,0,0,0,0,1,0,1,3,3,3,2,2,1,0,1,0,0,2,1,3,1,2,0,2,1,1,1,0,3,2,1,0,0,3,3,0,3,2,2,3,1,2,3,1,1,0,0,2
515,0,0,1,0,4,2,4,3,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,3,0,0,2,2,3,2,1,3,0,1,1,3,3,3,3,2,0,2,3,0,2,1,2,1,0,2,2,2,3,1,2,0,0,1,0,1,3,1,3,2,0,0,2,2,2,2,3,2
516,0,1,1,0,4,3,6,6,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,2,1,3,4,1,0,0,3,2,1,0,2,3,2,1,0,1,2,0,1,3,3,0,3,2,1,1,3,2,2,0,1,1,0,3,0,1,0,0,1,1,1,0,2,3,2,1,0,3,0,0,2,3
517,0,1,2,2,3,4,0,5,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,2,2,2,2,0,0,1,3,0,3,2,3,0,3,1,2,0,3,1,3,1,1,0,0,1,2,1,1,0,0,3,1,3,3,0,1,1,1,3,1,3,2,1,2,3,2,3,1,3,2,0,1
518,0,1,2,2,0,1,5,4,101,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,2,2,2,2,0,0,1,0,0,1,0,1,2,0,3,0,1,0,2,2,3,0,0,0,3,0,1,0,0,1,0,0,0,0,0,2,2,1,3,1,1,1,1,1,3,0,0,3,3,3,2,2
519,0,1,1,3,2,3,3,1,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,1,5,4,4,0,0,1,2,2,0,0,0,2,2,0,3,0,0,0,0,1,2,1,3,1,0,3,2,0,2,0,0,0,0,1,3,2,1,3,2,3,2,3,2,1,0,0,1,1,2,1,2
520,0,0,0,1,1,5,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,0,1,0,4,0,7,0,0,0,2,2,0,3,1,1,1,0,3,3,3,0,1,2,0,1,3,0,1,2,1,1,3,0,0,2,2,0,3,1,0,0,1,2,2,3,3,2,0,0,3,2,0,1,2
521,0,0,1,0,4,2,4,3,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,3,0,0,0,0,0,3,1,1,2,2,0,0,0,2,0,2,0,3,2,3,1,3,3,1,2,3,1,3,2,1,3,2,2,2,1,0,2,1,3,1,1,2,0,2,0,0,1,3
522,0,1,2,2,3,4,0,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,3,1,1,5,0,0,0,0,1,1,2,3,2,3,0,2,3,0,3,0,1,3,2,1,0,0,3,1,2,0,2,2,2,1,2,1,2,0,2,2,2,1,2,3,0,3,3,1,3,0,3,3
523,0,0,0,1,1,5,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,0,1,0,4,0,7,0,0,2,3,0,1,3,3,0,1,1,3,3,1,3,2,3,2,1,1,1,2,3,2,2,1,3,0,2,3,2,3,1,3,3,3,1,3,2,1,1,0,1,2,1,3,2,2
524,0,0,0,1,1,5,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,0,1,0,4,0,7,0,0,1,3,3,3,0,2,3,3,0,1,0,2,3,1,3,0,1,0,2,2,2,3,3,3,0,1,2,2,2,2,1,1,0,2,2,2,1,1,0,2,3,1,0,0,0,1
525,0,0,0,1,1,5,2,0,88,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,0,1,0,4,0,7,0,0,2,3,3,3,0,2,1,3,3,1,3,1,1,1,0,3,0,3,3,3,3,2,3,3,2,1,1,0,2,3,0,1,1,1,2,3,0,0,3,2,1,2,3,3,3,2
526,0,1,2,2,3,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,3,1,1,5,0,0,3,3,0,0,2,2,0,0,0,2,1,3,0,2,1,0,0,2,2,3,1,2,0,0,1,1,1,2,1,3,1,3,3,3,0,0,1,2,0,1,2,2,0,2,3,3
527,0,1,2,2,0,4,5,4,92,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,0,3,2,2,2,2,0,0,3,3,0,2,1,3,1,0,3,2,2,1,1,3,3,3,0,3,1,2,3,0,2,0,3,2,2,2,0,0,1,3,3,1,2,1,0,2,1,1,3,1,1,2,2,1
528,0,0,0,1,0,1,5,4,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,0,1,0,3,2,2,0,0,2,0,3,0,0,0,3,2,1,2,1,0,0,3,1,3,0,0,0,3,2,2,1,3,0,0,0,0,1,2,3,3,2,2,2,3,0,0,1,1,0,1,0,1,0,1
529,0,0,1,0,4,2,4,3,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,3,0,0,0,0,2,0,1,3,0,2,0,1,1,1,1,3,1,0,3,1,3,3,3,0,3,0,1,2,0,2,1,1,1,1,2,0,0,2,1,3,2,2,3,1,3,0,2,2
530,0,1,2,2,3,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,3,1,1,5,0,0,1,3,3,3,0,0,1,2,0,1,3,0,0,0,2,1,2,0,1,0,3,0,2,3,0,0,2,2,3,3,1,0,3,3,0,1,0,2,3,1,0,0,2,0,1,1
531,0,0,0,0,4,2,1,0,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,4,3,0,7,0,0,3,1,0,2,0,1,2,1,1,0,0,2,2,2,2,2,0,2,2,3,2,3,0,2,1,2,1,3,0,0,1,2,1,1,0,0,2,1,2,0,1,3,2,1,2,3
532,0,0,1,0,4,2,4,3,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,3,0,0,0,2,1,1,2,2,1,3,1,1,1,3,2,1,0,1,0,1,3,1,0,1,1,0,2,1,1,0,0,3,0,2,0,0,0,2,2,0,1,2,1,0,0,1,2,3
533,0,1,2,2,3,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,3,1,1,5,0,0,3,2,2,0,1,2,1,0,0,0,3,2,2,2,0,1,1,2,0,1,0,1,2,0,0,2,1,0,1,0,2,2,2,1,3,3,2,2,3,1,0,0,1,1,3,1
534,0,1,2,2,3,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,3,1,1,5,0,0,1,2,0,1,1,3,1,3,1,3,2,0,1,1,2,1,1,0,0,3,1,1,3,2,2,2,0,0,0,0,1,0,2,2,0,2,2,3,0,1,1,2,1,0,0,2
535,0,0,0,1,0,1,1,4,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,0,1,0,3,0,7,0,0,2,2,2,3,3,1,0,3,2,1,2,0,3,2,1,0,3,3,3,2,2,0,1,2,3,2,0,3,2,3,0,2,0,0,3,0,1,3,2,1,2,1,0,3,0,3
536,0,1,1,3,2,3,6,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,2,1,3,4,1,0,0,2,2,0,1,1,3,0,1,1,3,1,0,0,3,2,2,3,2,2,2,1,3,2,3,0,3,3,2,2,3,2,2,2,0,1,0,2,2,2,1,3,3,1,3,1,2
537,0,1,1,3,2,3,6,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,2,1,3,4,1,0,0,0,3,0,0,1,2,0,1,3,2,1,2,2,3,3,2,2,2,3,0,3,1,2,1,0,0,0,0,1,3,2,1,0,3,3,0,3,1,2,3,2,2,3,1,1,0
