,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40
496,0,1,2,2,1,3,3,7,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,3,0,2,3,6,0,0,0,2,1,1,0,1,0,1,2,1,1,2,2,2,1,1,2,1,1,1,0,0,1,1,2,0,0,1,1,0,2,0,2,2,0,0,2,1,1,2
497,0,0,1,0,0,4,2,6,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,3,5,1,1,0,0,0,1,2,0,2,1,0,2,0,2,1,0,0,2,0,1,1,1,0,0,2,0,1,2,0,2,2,2,0,0,1,1,1,0,1,2,0,2,0,1
498,0,1,0,1,3,2,0,3,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,1,1,1,0,5,0,0,1,0,1,1,1,2,1,0,0,0,0,1,0,2,1,0,0,2,1,0,1,1,1,0,1,2,0,0,0,0,2,1,2,1,1,0,0,0,1,2
499,0,1,2,2,1,3,3,7,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,3,0,2,3,6,0,0,2,2,2,1,1,0,1,0,2,1,0,0,0,1,1,0,2,1,0,2,0,0,1,2,0,1,1,0,0,0,2,1,0,1,1,0,2,1,2,2
500,0,0,1,3,2,5,5,4,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,5,1,4,0,0,2,2,0,1,1,1,1,1,1,2,0,2,1,0,1,2,0,2,1,1,1,1,0,2,1,2,1,0,1,0,1,0,2,2,2,1,0,2,1,1
501,0,0,2,3,2,0,1,1,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,1,0,2,1,4,3,0,0,2,1,0,2,1,0,0,0,0,0,0,2,0,2,0,2,0,2,1,1,0,1,0,2,2,2,0,0,0,0,2,1,0,1,1,1,0,1,0,2
502,0,1,0,1,4,1,4,3,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,0,1,1,1,4,5,0,0,1,1,1,1,2,2,1,1,0,0,2,1,1,0,2,1,1,2,1,2,0,1,0,0,0,0,0,1,1,2,1,0,1,2,0,2,1,2,2,2
503,0,0,2,3,2,5,5,4,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,3,2,4,0,0,1,1,1,0,1,2,1,2,0,1,2,2,1,1,2,1,0,0,0,0,0,1,0,1,0,2,1,1,0,1,2,2,0,1,1,1,1,1,1,0
504,0,1,0,1,3,2,0,5,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,1,1,4,6,2,0,0,0,0,2,1,2,2,0,0,2,1,2,1,2,0,0,2,1,1,2,1,0,0,1,0,0,2,2,0,0,1,0,2,2,1,2,1,2,0,1,2
505,0,1,2,2,1,3,3,7,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,3,0,2,3,6,0,0,0,1,2,1,0,2,1,2,2,2,1,0,1,0,0,1,1,1,1,1,1,2,0,2,0,1,1,2,0,1,0,2,2,0,2,0,1,2,1,0
506,0,1,0,1,3,2,4,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,0,0,1,1,1,4,5,0,0,0,2,0,0,0,2,2,2,1,2,1,0,2,0,2,2,1,0,1,0,2,0,2,0,1,2,2,0,2,0,0,1,2,2,2,2,2,0,0,0
507,0,0,1,0,4,1,6,0,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,1,2,4,0,5,0,0,0,0,1,0,2,1,1,1,0,0,1,2,2,0,0,0,0,2,2,0,2,0,1,1,2,2,0,1,2,2,2,0,1,2,0,2,0,0,0,1,2
508,0,0,1,0,0,4,2,6,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,2,3,5,1,1,0,0,1,0,2,1,0,2,2,0,2,2,1,2,2,2,1,0,2,1,0,1,2,2,2,2,1,2,2,0,2,1,1,1,1,0,1,1,0,0,0,1
509,0,0,2,3,2,5,5,4,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,3,2,4,0,0,1,1,1,0,1,1,1,0,0,2,0,1,0,0,1,0,1,1,0,1,1,0,2,1,0,0,2,1,2,0,1,2,1,2,2,1,1,0,1,0
510,0,1,2,2,1,0,1,1,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,2,3,0,1,4,3,0,0,0,2,0,1,1,2,2,1,0,0,2,2,0,0,2,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,2,0,1,1,2,0,2,2,0
511,0,0,1,0,0,4,6,2,81,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,4,0,5,7,0,0,1,2,1,1,0,1,1,0,1,1,1,0,2,1,1,2,0,1,0,2,2,0,0,0,2,1,1,0,2,1,0,0,0,0,2,0,0,2,0,0
512,0,1,0,1,4,1,4,3,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,0,1,1,1,4,0,0,0,2,2,0,0,1,0,0,0,1,1,2,1,0,2,2,1,0,0,2,1,1,2,0,1,2,2,1,2,0,2,0,1,0,2,2,1,2,2,0,0
513,0,1,0,1,3,2,0,5,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,1,1,4,6,2,0,0,0,2,0,1,1,1,2,1,2,2,2,0,2,1,1,1,0,1,1,0,1,1,0,0,2,2,0,0,1,0,0,2,0,2,2,0,2,2,0,0
514,0,1,0,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,1,4,0,6,0,0,0,1,1,2,0,0,0,0,0,1,1,2,0,2,1,2,1,1,2,0,0,2,2,0,0,2,1,1,2,0,1,1,1,2,0,1,1,1,1,0,1
515,0,1,2,2,1,3,3,7,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,3,0,2,3,6,0,0,2,0,0,0,1,0,2,0,2,1,1,0,0,0,2,0,2,2,2,1,2,1,2,1,1,0,2,2,0,2,1,1,1,1,2,1,1,2,0,1
516,0,0,2,2,1,0,1,1,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,2,0,2,1,4,3,0,0,1,1,0,0,2,1,1,0,1,1,2,0,2,1,1,0,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,0,1,0,2,1,1,0,0
517,0,0,1,0,0,4,2,6,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,2,4,0,5,0,0,0,0,1,2,0,0,0,1,2,1,2,1,0,2,1,2,0,0,1,0,1,0,2,2,2,0,1,1,2,2,0,1,2,0,1,1,1,2,1,2,2
518,0,0,1,0,4,1,4,0,101,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,2,4,0,4,0,0,0,1,0,0,2,2,2,2,0,0,1,0,0,1,2,2,0,2,1,1,1,2,0,0,0,2,0,2,1,1,2,2,2,1,2,2,2,1,2,1,1
519,0,0,2,3,2,5,5,4,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,3,2,4,0,0,2,0,0,0,2,1,1,2,1,1,0,0,2,0,0,2,0,2,2,2,2,0,1,1,1,0,2,0,2,0,0,1,1,1,1,1,0,0,1,2
520,0,1,0,1,3,2,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,1,1,4,0,5,0,0,0,2,0,0,1,1,2,0,1,2,2,1,1,0,1,2,0,0,2,1,2,0,2,0,1,0,0,2,1,1,1,1,0,0,2,0,1,0,2,0
521,0,1,2,2,1,3,3,7,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,3,0,2,3,6,0,0,1,0,2,2,0,2,1,1,2,2,0,0,1,0,1,0,0,2,0,1,2,2,2,1,2,1,0,1,1,0,0,1,1,0,0,1,2,1,2,1
522,0,0,1,0,0,4,2,6,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,3,5,1,1,0,0,0,2,0,0,2,2,2,2,2,0,1,1,2,2,0,2,1,2,2,1,2,2,2,2,0,2,2,2,2,0,1,2,2,0,0,2,1,1,0,2
523,0,1,0,1,3,2,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,0,1,1,4,0,5,0,0,2,0,0,1,1,1,0,2,2,0,2,1,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,1,1,1,0,1,1,2,2,2
524,0,1,0,1,3,2,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,1,1,4,0,5,0,0,0,2,0,2,2,0,1,0,0,0,2,0,1,2,2,0,2,2,0,0,1,1,0,0,1,1,2,0,1,0,1,2,0,0,2,0,2,2,1,2
525,0,1,0,1,3,2,0,5,88,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,1,1,4,0,5,0,0,0,2,0,0,0,2,1,0,1,0,2,0,1,2,2,2,2,2,2,0,2,1,2,1,2,0,0,0,1,2,0,0,1,2,1,1,0,1,2,2
526,0,0,1,0,0,4,2,6,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,3,5,1,1,0,0,1,1,0,1,2,0,2,2,0,0,2,0,1,0,0,2,1,1,2,1,2,0,2,1,0,0,1,2,1,0,2,1,0,0,2,1,0,1,0,2
527,0,0,1,0,4,1,6,0,92,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,0,2,4,0,5,0,0,0,2,2,1,2,0,0,2,2,2,0,0,0,0,1,1,2,2,0,1,1,2,1,2,0,1,0,2,1,0,2,2,2,0,2,1,0,2,1,1,1
528,0,1,0,1,4,1,4,0,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,1,1,1,6,0,0,0,0,0,2,1,2,2,0,0,1,0,1,1,0,0,2,2,2,2,2,1,1,0,0,0,1,2,1,1,1,2,1,2,1,2,0,2,1,2,1,1
529,0,1,2,2,1,3,3,7,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,3,0,2,3,6,0,0,2,0,0,0,2,1,2,2,1,0,0,2,0,0,1,0,1,1,2,1,1,2,2,1,1,1,2,1,1,1,0,0,2,2,0,0,2,1,2,1
530,0,0,1,0,0,4,2,6,13,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,3,5,1,1,0,0,2,0,0,0,0,2,0,1,2,0,2,0,0,2,0,2,2,2,1,1,2,1,1,2,1,1,0,1,2,0,1,0,2,1,0,0,0,1,1,2
531,0,1,0,2,1,0,1,3,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,3,0,1,4,5,0,0,1,2,0,0,0,1,2,2,0,1,0,1,1,1,2,1,0,2,1,2,2,1,0,1,0,2,2,1,2,2,0,2,2,0,1,1,0,2,1,1
532,0,1,2,2,1,3,3,7,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,3,0,2,3,6,0,0,1,2,2,1,0,0,0,0,1,2,1,0,2,1,0,0,0,0,1,1,1,1,0,0,2,2,1,2,1,0,0,1,2,2,1,1,2,2,2,2
533,0,0,1,0,0,4,2,6,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,3,5,1,1,0,0,1,2,1,1,0,0,0,1,1,1,0,2,2,0,1,1,0,0,1,2,0,1,0,1,0,2,2,2,2,2,2,0,0,0,1,2,1,2,0,0
534,0,0,1,0,0,4,2,6,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,3,5,1,1,0,0,2,1,2,2,1,2,1,0,0,0,0,2,1,0,2,2,2,1,2,1,0,0,0,1,0,0,1,2,2,1,0,2,0,1,0,2,2,2,2,0
535,0,1,0,1,4,1,4,3,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,0,1,1,1,4,0,0,0,0,0,2,1,1,2,2,2,2,1,1,1,1,1,1,2,0,1,0,0,2,2,1,0,1,1,1,1,1,2,0,2,0,2,0,0,1,1,2,2
536,0,0,2,3,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,2,1,4,3,0,0,2,0,1,0,2,2,2,2,0,2,2,1,2,2,1,0,2,1,0,2,2,2,0,2,2,2,1,2,1,2,1,1,2,0,0,2,2,0,1,0
537,0,0,2,3,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,2,1,4,3,0,0,2,1,0,2,1,1,2,1,2,1,1,2,0,1,2,1,2,0,0,0,2,2,2,2,1,0,2,2,0,0,0,1,1,1,2,2,1,2,2,1
538,0,0,2,3,2,5,5,4,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,3,2,4,0,0,0,2,0,2,2,1,2,1,0,0,2,1,2,0,2,0,2,2,2,1,2,0,0,0,0,2,2,0,1,2,0,0,1,1,2,2,2,0,2,2
539,0,1,0,1,3,2,0,5,50,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,1,1,4,0,5,0,0,2,0,0,0,1,0,2,0,2,1,1,1,2,2,2,1,0,0,2,0,1,2,1,1,2,2,1,0,1,0,2,0,0,2,0,0,0,2,2,1
540,0,0,1,0,0,4,2,6,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,3,5,1,1,0,0,0,2,0,1,1,2,2,2,0,0,2,1,1,1,2,0,0,0,1,0,1,1,0,1,0,2,1,1,2,0,1,0,1,1,0,0,2,2,0,1
541,0,0,2,3,2,5,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,2,1,4,3,0,0,0,2,0,1,2,1,1,0,2,0,1,2,0,1,1,0,1,1,1,0,2,0,0,0,1,2,1,0,1,2,0,1,0,2,1,1,2,2,0,0
542,0,1,0,1,3,2,0,3,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,1,1,1,0,5,0,0,0,0,1,1,0,1,2,1,2,0,2,1,0,1,0,0,0,1,0,1,0,0,1,2,0,2,1,0,1,2,0,0,2,0,1,1,0,0,0,2
543,0,1,0,1,4,1,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,2,4,0,6,0,0,0,1,0,1,0,0,2,1,1,1,1,0,2,2,2,0,2,2,0,2,1,1,1,0,2,0,2,2,2,2,1,0,2,1,2,0,1,0,1,0,1
544,0,0,2,2,1,0,1,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,2,3,2,3,2,3,0,0,1,1,1,0,0,1,1,2,2,0,1,1,0,1,0,0,2,0,1,0,2,1,0,0,1,0,0,2,2,1,1,0,1,2,2,1,0,1,1,1
545,0,0,1,3,2,5,2,6,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,3,0,1,1,0,3,5,1,1,0,0,1,0,1,1,2,1,0,1,2,1,0,0,2,2,0,0,1,0,0,1,1,1,2,2,1,0,1,0,1,0,0,0,2,0,0,2,1,2,1,1
546,0,1,0,1,3,2,0,3,19,0,0,0,0,0,0,0,0,0,1,1,2,1,0,5,7,0,0,0,1,1,1,0,5,0,0,1,2,1,0,2,2,1,1,2,2,1,0,2,2,2,0,0,1,1,0,2,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,2,1
547,0,1,2,2,1,3,3,7,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,3,0,2,3,6,0,0,1,1,1,0,2,0,0,1,2,0,1,2,1,1,2,2,2,2,2,2,0,1,0,1,2,0,2,1,1,0,2,2,0,0,2,2,1,2,0,0
548,0,0,2,3,2,5,5,1,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,2,3,2,3,0,0,0,1,2,2,1,2,2,1,0,2,2,1,0,2,1,1,1,1,1,0,1,0,0,0,1,0,2,0,1,2,2,2,1,1,1,1,2,0,0,1
549,0,0,2,3,2,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,2,3,2,3,0,0,2,2,1,1,2,1,1,2,2,2,2,2,0,0,1,0,0,2,0,2,1,0,0,2,0,1,1,2,0,2,0,0,2,1,0,0,2,0,1,2
550,0,0,1,0,0,4,2,6,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,3,5,1,1,0,0,0,0,2,1,1,1,1,2,1,1,2,0,2,2,0,0,2,2,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,2,0,2,2,2,1
551,0,0,1,3,2,5,2,6,83,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,1,1,0,3,5,1,1,0,0,2,2,0,0,0,2,2,1,1,1,2,0,2,2,2,1,0,2,2,2,2,1,1,2,1,0,2,0,0,1,0,2,1,2,2,2,2,2,0,1
552,0,0,2,3,2,5,5,4,117,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,3,2,4,0,0,2,0,2,1,1,1,2,2,2,0,1,2,1,2,1,0,2,1,1,2,1,0,0,1,0,0,1,0,1,2,2,0,0,0,0,2,0,0,2,1
553,0,0,2,3,2,5,5,4,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,3,2,4,0,0,2,0,2,1,0,0,1,1,1,1,1,0,1,1,2,1,1,2,1,0,2,2,0,2,1,0,0,2,0,0,0,1,0,1,1,0,2,1,1,2
554,0,1,0,1,3,2,0,5,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,1,1,4,0,2,0,0,1,2,2,0,1,2,0,2,0,2,0,0,2,2,2,1,2,0,1,2,2,0,1,2,2,1,1,1,2,0,0,1,2,2,1,2,2,1,2,0
555,0,0,2,3,2,0,1,1,104,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,1,2,3,2,3,2,3,0,0,1,2,0,1,1,1,1,0,1,1,2,0,2,1,2,0,1,2,2,2,2,2,0,0,1,0,2,1,1,0,0,2,2,2,0,2,2,1,2,0
556,0,1,2,2,1,3,3,7,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,3,0,2,3,6,0,0,2,1,0,0,0,0,0,1,2,1,0,1,1,0,1,1,2,0,2,0,0,1,1,2,1,0,1,0,1,0,1,0,0,0,0,1,0,1,2,2
557,0,1,0,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,1,1,4,6,0,0,0,2,1,0,2,0,1,2,1,1,2,0,2,0,0,0,2,2,2,0,0,2,0,1,0,2,1,2,1,1,2,2,0,0,0,1,0,0,1,2,2
558,0,1,0,1,4,1,4,3,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,0,1,1,1,4,5,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,2,2,1,1,1,1,2,2,0,0,2,1,0,0,1,0,0,1,1,2,2,2,1,1,0,2,1
559,0,0,1,3,2,5,5,4,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,5,1,4,0,0,2,1,2,1,1,2,2,0,1,1,2,0,0,1,0,0,0,2,0,2,1,1,0,1,2,2,0,0,2,1,1,1,1,1,1,1,1,1,0,2
560,0,0,1,0,4,1,6,2,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,2,4,0,5,0,0,0,2,1,1,0,0,1,1,1,0,2,1,2,2,0,2,0,0,1,1,1,2,1,0,0,1,2,1,1,0,0,0,0,0,2,2,0,2,2,2,0
561,0,1,2,2,1,3,3,7,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,3,0,2,3,6,0,0,1,0,1,2,0,0,0,0,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,0,1,1,0,0,0,2,0,0,2,0,0,0,1,1,1,2
562,0,1,0,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,2,4,0,6,0,0,0,0,1,0,2,1,1,0,2,2,0,1,2,2,0,2,1,2,1,2,0,0,2,0,1,1,2,1,2,0,2,0,1,2,1,1,1,0,1,1,0
563,0,0,2,3,2,5,5,4,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,3,2,4,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,2,1,0,0,0,2,2,2,1,0,2,0,1,0,1,0,0,1,1,0
564,0,0,1,3,2,5,2,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,1,1,0,3,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,2,2,2,0,1,0,2,0,0,1,1,2,1,1,1,0,0,2,2,1,0,0,2,0,0,0,1
565,0,0,2,3,2,5,5,4,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,3,2,4,0,0,2,0,1,2,2,0,1,2,1,2,1,0,2,1,2,0,0,2,0,2,2,0,1,1,1,0,2,0,0,0,0,1,0,0,1,0,0,2,1,1
566,0,1,0,1,4,0,4,3,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,0,1,1,1,4,5,0,0,2,2,0,0,0,0,0,2,2,0,2,0,0,0,1,2,0,1,2,0,1,1,2,1,1,2,1,0,2,2,2,2,2,0,2,0,0,1,2,1
567,0,0,1,0,4,1,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,2,4,0,6,0,0,0,0,2,0,0,2,1,0,2,0,2,0,2,1,2,2,0,1,2,0,1,0,1,0,2,2,0,0,2,0,1,2,2,2,1,1,2,0,2,1,2
568,0,1,2,2,1,3,3,7,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,3,0,2,3,6,0,0,0,2,2,1,0,2,0,1,1,0,1,0,0,2,1,2,1,1,0,0,0,2,1,0,0,2,1,0,1,1,2,0,0,0,0,0,1,2,1,1
569,0,0,2,2,1,0,1,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,2,3,2,3,2,3,0,0,0,0,0,1,0,2,2,1,0,2,0,1,2,1,1,1,0,1,2,1,0,1,2,2,0,0,2,1,0,1,2,0,1,0,1,2,2,1,0,2
570,0,0,1,0,0,4,2,6,118,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,3,5,1,1,0,0,2,2,2,0,1,1,2,0,0,1,2,1,0,1,2,1,0,2,1,2,2,1,0,1,2,1,2,1,1,1,2,2,2,2,2,0,2,1,2,2
571,0,1,2,2,1,3,3,7,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,3,0,2,3,6,0,0,1,1,1,2,2,2,0,1,2,2,1,0,1,2,1,2,0,0,2,0,1,2,1,2,1,0,2,2,2,1,1,2,1,0,1,0,1,1,2,2
572,0,0,1,0,4,1,4,0,102,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,2,4,0,4,0,0,0,0,1,0,1,2,0,0,0,1,1,1,1,2,0,1,1,0,2,0,2,2,1,1,2,1,2,2,1,2,0,0,1,1,2,0,1,1,1,0,1
573,0,1,0,1,4,1,4,0,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,1,1,1,6,0,0,0,0,0,2,1,2,2,0,2,1,2,2,2,1,1,2,1,2,1,2,0,2,1,0,2,0,2,2,2,2,0,1,0,2,1,0,1,0,1,1,1
574,0,0,2,3,2,5,5,4,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,3,2,3,0,0,1,0,2,1,1,1,0,2,0,1,2,0,2,1,2,0,2,1,0,1,0,2,0,2,0,1,2,2,2,2,1,2,2,0,0,2,1,0,1,0
575,0,0,1,0,0,4,2,6,18,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,3,5,1,1,0,0,1,0,1,2,0,2,2,2,1,0,2,2,1,2,0,1,0,2,0,1,1,1,1,1,2,2,2,0,0,1,1,1,0,2,0,0,2,0,1,1
576,0,0,2,3,2,5,5,4,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,3,2,4,0,0,0,1,0,0,0,0,1,1,2,1,1,1,0,1,1,0,0,2,2,0,2,1,0,2,1,0,0,2,0,2,1,2,2,1,1,0,2,1,0,2
577,0,1,0,1,3,2,0,3,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,0,1,1,4,0,5,0,0,2,1,2,1,0,1,0,1,1,2,1,1,0,0,1,0,0,0,2,2,0,1,2,0,1,0,2,2,0,1,2,1,1,1,0,1,0,0,0,2
578,0,0,2,3,2,5,5,4,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,3,2,4,0,0,2,0,1,1,1,2,0,0,1,0,1,2,2,1,2,0,0,2,1,1,2,1,1,0,2,2,0,2,0,1,2,0,2,1,0,2,1,0,2,1
579,0,0,1,0,0,4,6,2,93,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,4,0,5,7,0,0,0,1,0,1,1,0,2,0,1,2,1,2,2,0,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,0,2,2,1,0,1,2,0,1,0,1
